,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,PreviousSalePrice
3335,550.0,1.406309673,354.48,23.42,5.2,28.99,23.38,93.59,1.77,2.19,0.4,55711.50738
3336,1363.61,2.266842504,530.86,11.04,4.88,47.99,23.55,88.48,2.14,2.34,4.47,287608.8059
3337,939.7,1.745987915,719.79,52.0,5.33,74.79,9.32,93.68,0.68,2.82,4.91,263942.0631
3338,807.17,1.261360314,302.42,51.91,2.45,27.11,30.62,93.56,1.83,1.8,5.02,7349.166703
3339,1580.25,1.0,388.2,65.62,7.57,4.15,18.67,92.22,0.78,2.08,2.16,183573.3044
3340,1913.94,1.0,468.23,2.21,4.26,0.86,6.35,85.61,1.08,4.01,6.43,173658.5605
3341,550.0,1.341049748,643.85,9.24,5.36,61.05,2.72,95.47,1.52,5.59,7.41,176432.7322
3342,1187.21,2.373100763,566.0,20.93,4.91,65.64,1.53,90.14,1.61,4.74,7.73,277111.1081
3343,558.97,1.139538519,180.3,17.34,6.86,29.19,24.26,93.19,1.71,2.93,3.14,29693.59482
3344,550.0,1.232024691,365.58,0.61,4.52,53.64,27.4,97.92,1.4,3.55,0.56,1121.297133
3345,569.26,2.189230206,237.75,31.71,6.08,16.11,19.28,97.76,2.33,4.44,2.02,153149.2356
3346,550.0,3.139187001,1145.41,26.94,4.71,68.61,32.3,95.49,1.62,4.08,8.05,252695.9013
3347,1065.38,1.04561508,439.04,18.38,6.05,72.06,13.93,97.28,2.27,5.92,4.86,154461.9597
3348,984.01,2.457805113,671.11,24.57,8.52,1.37,4.94,95.48,0.86,3.14,5.21,266930.1908
3349,707.6,2.354949646,823.29,32.6,6.17,25.55,15.02,92.96,1.97,1.93,3.57,133195.8103
3350,755.67,1.396966419,591.11,77.3,6.48,90.9,39.26,90.72,1.99,3.11,7.29,62735.87829
3351,1453.22,1.553484249,176.69,50.55,5.99,27.35,1.98,96.81,0.89,5.15,6.25,656474.9021
3352,1098.69,1.274668667,158.8,61.59,8.24,14.44,25.95,98.49,1.19,4.65,3.42,243982.6003
3353,550.32,1.923500836,833.79,29.54,3.44,24.09,9.6,99.9,1.7,2.29,3.31,58027.56097
3354,1302.39,1.0,565.9,45.1,7.21,95.09,18.93,96.95,1.17,4.84,2.07,240984.7161
3355,550.0,1.755983773,385.89,40.63,3.36,35.9,35.47,92.55,1.47,1.12,1.38,17121.73169
3356,550.0,3.565022541,46.72,32.06,6.07,39.2,18.45,95.45,1.11,4.69,9.16,236417.3276
3357,1099.16,1.0,1041.06,30.78,6.74,22.09,6.23,99.31,2.05,4.15,4.07,113231.9804
3358,550.0,2.737352714,529.51,19.67,6.54,41.96,18.37,94.63,1.03,5.69,4.85,344325.6382
3359,759.11,1.901657092,505.49,20.29,7.52,93.98,4.35,96.97,0.39,7.9,7.05,153718.9732
3360,550.0,1.0,319.36,57.92,6.29,63.32,30.23,83.63,2.07,4.46,3.0,47091.25276
3361,1067.23,1.688848942,697.8,16.82,8.64,36.98,17.19,96.29,1.66,8.26,5.46,305981.4892
3362,550.0,2.177793579,463.41,23.73,8.01,13.78,0.49,99.9,1.45,2.92,5.35,156635.1808
3363,1126.79,3.106802977,357.44,74.35,8.34,13.98,27.98,97.86,1.32,1.98,4.74,380483.85
3364,550.0,1.797965159,1036.21,13.65,5.89,44.44,18.11,89.43,0.69,4.01,1.65,34992.28608
3365,550.0,3.506411166,26.09,18.53,6.75,4.82,31.67,99.9,1.79,2.59,7.22,236974.2049
3366,584.48,1.0,65.1,41.86,6.59,156.81,35.69,89.36,1.83,3.86,4.28,123991.2309
3367,583.67,1.241379304,287.68,31.95,6.17,52.72,10.59,87.44,1.21,2.85,8.46,16794.90228
3368,1073.17,2.784915284,798.23,40.22,7.11,7.87,54.19,96.55,2.25,4.82,6.82,215957.4641
3369,625.26,1.0,721.89,25.69,2.7,58.65,16.4,92.63,0.29,0.93,4.54,67141.30332
3370,1344.89,1.193792459,102.77,14.53,7.67,82.25,17.88,91.66,2.65,1.78,7.05,68342.28086
3371,1107.73,1.0,510.97,14.31,5.07,101.21,23.65,96.34,1.56,1.53,3.62,127455.8677
3372,550.0,1.988992482,96.68,65.39,6.85,80.46,2.39,93.12,1.24,2.49,10.0,18290.21771
3373,1520.84,1.407801731,69.47,32.04,5.66,47.77,28.71,91.21,2.53,3.12,5.09,166410.6223
3374,806.87,1.542992759,429.91,42.53,7.62,45.94,28.58,92.6,2.51,4.4,5.97,101172.2102
3375,550.0,1.0,357.19,65.13,2.85,42.01,11.42,83.84,1.85,2.67,2.9,107117.4223
3376,550.0,2.266111674,281.58,35.38,5.0,37.33,39.9,98.15,1.31,3.92,2.55,91342.01445
3377,1116.34,2.207854845,438.81,46.07,7.83,31.53,6.66,93.63,1.73,7.37,10.0,316268.0095
3378,675.76,1.403429591,618.96,18.34,5.91,25.41,23.73,93.46,1.79,3.58,5.29,78663.1241
3379,550.0,2.626374098,593.96,35.67,8.86,61.09,3.93,98.79,1.69,3.48,7.53,48526.37792
3380,641.65,2.384926371,651.03,23.31,6.44,115.45,23.51,83.46,1.57,2.35,9.24,147523.6847
3381,584.62,1.461183696,76.98,8.62,4.85,28.67,29.77,90.09,1.45,3.41,10.0,114024.451
3382,550.0,1.076890683,688.51,82.77,2.05,48.39,6.08,91.59,1.55,3.1,5.62,6782.506895
3383,713.54,1.80045629,459.13,53.52,5.63,129.98,48.16,87.51,1.29,5.63,0.56,112631.2615
3384,1187.7,1.0,307.7,48.71,8.27,21.86,32.13,90.72,1.51,1.44,3.23,173630.0386
3385,1103.49,1.458681178,1027.16,9.82,6.12,24.47,26.09,84.54,2.48,3.15,1.9,107788.9879
3386,1034.82,2.138077722,782.79,21.05,9.29,17.64,42.63,97.55,1.91,6.72,3.05,265783.9819
3387,1639.69,1.07759418,432.74,37.29,7.03,56.46,43.37,93.84,0.96,5.24,5.25,307318.9067
3388,550.0,1.939942627,30.73,36.44,5.1,59.83,5.28,93.61,1.49,3.26,6.85,348635.8927
3389,1171.46,1.198509252,656.11,23.59,3.08,38.31,14.56,91.04,1.27,2.69,5.95,12609.68017
3390,1647.35,1.0,432.94,30.26,4.53,35.04,15.92,90.33,1.4,3.77,2.18,99565.72644
3391,984.1,1.0,361.65,33.83,3.84,35.47,24.7,95.26,1.94,1.73,4.68,73273.9484
3392,550.0,1.808288018,1039.23,27.5,6.36,51.61,21.27,99.9,0.88,4.86,4.59,60546.68941
3393,624.05,2.308061422,782.08,47.79,7.01,83.21,15.85,92.29,2.26,7.89,4.07,112090.9843
3394,634.94,1.0,68.44,68.17,4.29,78.63,5.01,98.52,2.08,3.43,0.19,110874.2388
3395,940.49,1.38572167,622.82,32.99,5.57,23.83,14.69,99.9,1.84,4.35,7.28,224547.4302
3396,1081.06,1.520334873,430.23,33.84,6.26,25.42,3.16,93.42,1.43,6.1,9.75,286535.3341
3397,550.0,3.290078428,572.0,6.94,6.85,27.41,1.86,95.78,1.01,5.08,7.74,162199.4686
3398,837.14,1.216579482,591.95,37.98,5.26,27.55,33.47,94.23,0.95,2.75,6.07,86593.78091
3399,817.57,1.0,567.89,69.3,5.69,129.23,19.82,84.81,0.94,2.34,7.07,84616.54391
3400,694.07,2.81565783,401.92,36.53,7.62,44.48,36.99,89.81,1.24,5.53,6.0,153977.1391
3401,851.23,2.489114035,496.61,54.61,4.71,20.81,11.08,92.43,1.37,5.79,0.39,403933.0113
3402,975.14,1.846463195,277.69,25.52,4.21,40.83,8.71,94.96,1.71,4.9,4.68,187016.4638
3403,1555.22,1.97079536,128.63,67.0,4.35,91.94,22.83,94.7,1.66,3.75,3.17,651365.3957
3404,1002.82,1.176266874,1139.61,10.88,8.51,71.4,19.99,96.57,1.73,4.15,0.29,187160.2691
3405,1200.6,1.0,811.38,44.76,5.94,41.57,17.1,91.54,1.71,3.91,4.2,75589.72972
3406,1161.44,1.0,467.44,23.12,7.1,58.85,18.02,97.49,1.49,4.28,5.98,132669.9311
3407,550.0,1.0,250.64,17.19,7.81,29.4,43.44,90.13,0.96,1.46,3.03,118534.1565
3408,672.98,1.0,378.25,31.76,7.2,22.72,7.86,99.9,1.94,5.51,8.58,38342.94571
3409,550.0,2.234656308,548.27,17.03,9.34,35.57,2.63,96.43,1.72,5.01,4.3,201095.8696
3410,732.92,1.666020061,53.89,39.45,5.21,63.45,17.92,99.22,0.92,4.19,0.15,47104.88667
3411,607.09,1.122131318,818.85,15.96,2.6,76.1,40.82,84.07,1.34,4.14,10.0,123468.4004
3412,677.71,2.406364613,169.54,64.36,5.43,4.04,36.43,95.65,1.39,2.57,2.46,269721.0734
3413,784.7,1.674432488,656.53,6.11,2.33,116.5,13.1,94.07,1.39,0.46,4.17,78029.33829
3414,550.0,1.0,551.48,20.52,6.29,46.07,22.28,95.35,1.4,0.65,4.34,211096.8885
3415,1161.41,1.0,585.72,71.65,5.29,58.03,13.0,91.45,2.12,4.71,5.76,297067.6597
3416,550.0,1.0,46.35,60.39,0.62,68.14,4.33,91.45,2.43,0.11,6.78,269887.9081
3417,1266.2,2.044446471,504.35,7.87,6.1,35.1,1.06,93.01,1.51,4.44,4.7,193778.8479
3418,550.0,1.239618629,499.1,50.5,2.92,103.2,24.91,93.0,1.91,4.01,2.15,146946.0182
3419,1138.63,1.341703228,421.68,33.56,9.12,52.32,22.38,92.56,0.03,7.95,1.97,318153.0118
3420,761.99,2.65782702,302.17,15.11,6.78,11.7,41.65,91.73,2.39,3.99,2.57,46995.99678
3421,853.42,1.0,584.06,34.33,6.03,9.51,5.22,95.36,3.02,2.91,4.11,108281.1114
3422,719.94,2.30882573,441.85,20.39,8.06,47.4,38.22,99.9,1.09,6.3,4.34,143128.438
3423,587.4,2.358537036,342.57,36.43,7.01,7.64,11.36,89.53,1.12,3.42,9.81,153060.6005
3424,816.9,1.0,397.89,19.75,4.09,65.77,27.21,91.61,1.21,3.99,1.24,185693.7983
3425,1262.83,1.301229666,708.0,46.48,4.57,86.7,21.21,92.59,1.87,4.92,1.3,15959.44115
3426,550.0,1.292733763,862.81,14.7,6.15,57.79,14.11,95.36,0.66,4.9,7.79,18672.51448
3427,1396.49,1.107197337,1043.53,29.86,8.28,10.68,30.15,96.6,1.72,3.01,0.89,275572.922
3428,792.58,1.0,809.23,39.59,4.94,14.98,2.07,99.9,1.11,3.55,2.91,313559.377
3429,550.0,2.156029152,80.0,62.86,5.32,36.86,8.79,89.06,0.65,2.61,7.23,124793.2442
3430,1224.95,2.800781728,847.58,2.17,7.53,21.96,1.81,95.48,1.86,3.41,1.95,219656.7567
3431,550.0,3.770993514,397.33,72.06,7.49,122.02,26.94,85.89,1.12,3.17,0.97,362264.0608
3432,550.0,1.0,466.3,45.99,5.46,35.79,19.96,93.52,0.87,2.2,1.79,50073.08318
3433,1117.44,1.267513421,654.84,31.69,7.04,84.53,28.75,92.97,2.01,2.41,1.75,117076.4938
3434,722.64,1.825139503,579.73,43.58,9.14,42.9,14.8,97.78,1.71,4.67,10.0,129298.8024
3435,1048.62,1.987495971,639.01,1.84,8.84,0.05,13.59,99.9,1.64,7.89,8.32,225910.9942
3436,912.71,1.0,203.05,0.13,8.33,119.1,19.83,97.31,2.31,6.04,5.07,69504.38807
3437,768.6,1.192520251,852.11,41.28,6.2,12.44,10.69,98.92,1.6,4.51,7.13,133512.1798
3438,550.0,1.0,287.32,44.49,1.12,92.71,26.32,86.14,2.7,2.69,7.55,121591.5621
3439,1349.78,2.186944744,326.74,51.0,6.36,49.6,43.34,89.95,1.63,3.47,7.05,121767.752
3440,789.29,2.9043909,21.86,40.62,5.45,125.7,47.92,93.86,2.01,5.54,2.61,137311.2103
3441,630.11,2.487281222,470.22,0.39,7.59,27.9,2.76,92.16,0.85,5.45,7.07,285468.523
3442,1573.03,1.166598168,820.74,8.91,5.19,45.87,9.64,94.69,1.28,3.89,6.85,279996.3291
3443,1033.18,2.297534536,938.16,35.33,6.28,50.1,27.39,99.9,1.37,5.26,7.41,242865.7596
3444,1053.27,1.027159644,692.48,53.09,9.35,50.66,26.82,90.26,1.45,5.28,9.71,263276.2461
3445,1191.94,1.283550794,343.99,43.74,6.72,37.49,25.66,99.9,2.42,4.85,10.0,167512.7732
3446,550.0,1.767994686,405.75,48.02,6.21,12.9,19.32,98.28,1.25,5.49,4.75,236700.7652
3447,1309.54,1.642400408,495.97,37.27,10.0,67.98,7.17,99.9,1.43,5.4,8.05,252805.2892
3448,557.98,1.0,59.19,44.5,6.07,51.15,16.71,95.43,1.09,2.83,2.51,52801.80291
3449,550.0,1.710174055,423.64,61.21,5.29,10.81,1.85,90.66,2.0,4.62,5.98,92819.1076
3450,1401.47,1.520796391,762.11,23.41,7.02,80.21,12.3,98.99,1.68,3.25,3.97,166669.7572
3451,1765.71,1.557441091,67.89,9.51,8.6,71.44,1.48,89.06,2.35,6.31,5.63,187325.4777
3452,574.93,1.340327819,487.75,37.67,5.85,113.69,12.02,88.18,2.32,2.16,8.86,124097.018
3453,1381.63,2.11025333,341.09,15.09,6.94,56.91,7.33,93.93,1.67,6.82,10.0,362307.5043
3454,1259.57,1.797442992,703.53,27.75,5.95,27.51,6.05,96.27,1.92,5.94,5.7,183791.8578
3455,679.29,1.0,889.96,24.35,2.83,63.3,17.88,89.26,0.81,0.64,4.91,177467.5749
3456,550.0,3.568884996,981.28,26.15,5.94,57.02,16.07,97.21,1.42,5.82,10.0,42993.66015
3457,1115.34,1.857196917,321.06,32.43,5.35,21.62,7.48,88.62,1.96,3.93,1.74,140877.4536
3458,641.92,2.027304787,728.7,1.13,8.73,92.3,15.02,99.07,1.51,5.51,4.39,387841.7319
3459,550.0,2.292861002,838.18,24.59,5.58,37.01,35.16,93.77,1.81,3.78,4.25,190966.9727
3460,550.0,1.304851097,338.81,42.26,4.21,98.64,24.7,99.45,1.39,1.69,5.39,28890.23481
3461,573.23,2.596791004,111.84,60.39,7.2,60.67,30.56,99.9,0.9,4.07,5.0,20920.30875
3462,550.0,1.570594787,673.05,67.54,5.19,41.63,27.28,95.11,2.46,3.32,4.78,128460.8517
3463,1055.81,1.447853097,39.81,6.77,6.14,2.64,11.78,86.57,0.8,3.04,5.38,99288.96054
3464,1757.2,2.145526467,279.56,37.26,9.01,11.34,14.39,83.28,1.36,8.46,8.53,411098.3294
3465,550.0,2.038451773,398.35,9.77,9.17,59.07,8.78,95.27,1.76,4.45,6.89,178287.176
3466,1293.6,1.71433012,1025.95,23.57,4.5,127.04,1.87,95.67,2.43,4.16,7.13,211736.7693
3467,563.95,1.0,358.21,7.32,6.6,16.5,37.79,90.1,1.28,2.22,5.5,144867.1084
3468,550.0,3.129442588,1158.94,43.36,7.71,59.34,20.2,94.72,2.24,5.27,5.22,237304.4087
3469,550.0,1.0,241.85,41.95,7.62,47.1,15.7,96.35,1.36,2.09,1.54,182684.0355
3470,964.44,1.0,773.84,35.86,3.56,69.07,6.45,87.64,2.35,4.5,5.7,176649.1489
3471,1556.84,1.03074372,447.06,7.5,7.92,6.57,7.18,96.56,0.81,1.44,7.31,244774.2891
3472,1291.71,1.0,197.32,44.88,4.84,60.68,25.03,85.38,2.02,6.18,10.0,170822.5667
3473,1438.23,4.013147031,1565.91,1.28,7.86,46.08,19.48,99.09,1.13,9.72,10.0,368304.0356
3474,954.8,1.106619675,637.42,5.65,6.79,60.92,17.89,99.21,2.34,4.8,3.89,28918.83409
3475,800.99,1.0,642.05,37.22,5.63,85.99,4.91,96.51,1.82,1.42,4.47,137758.8035
3476,550.0,2.589423644,453.68,64.03,5.18,33.29,21.01,92.04,0.99,4.22,6.28,157749.5487
3477,550.0,1.581917598,565.06,1.34,9.5,1.03,0.15,90.61,1.46,2.54,3.42,111603.5727
3478,550.0,1.0,371.01,46.49,4.62,116.36,43.17,99.9,1.32,4.37,2.72,23740.46639
3479,585.17,1.971642448,264.42,15.32,6.78,6.4,33.02,88.05,2.63,5.77,7.55,209642.5449
3480,896.7,1.0,314.71,66.78,6.64,105.47,25.25,93.21,0.93,2.97,2.64,58395.27037
3481,657.69,1.0,9.84,18.7,7.65,67.67,6.7,97.21,1.39,0.62,7.01,83477.14912
3482,1122.76,1.0,325.05,51.18,5.21,39.52,47.07,95.21,1.79,0.13,4.96,320623.3614
3483,550.0,2.314760692,614.44,19.23,5.89,58.42,22.13,96.36,1.87,1.25,6.06,239466.9223
3484,883.97,1.0,27.73,7.66,7.23,56.24,25.46,88.03,2.23,2.27,9.24,34419.58473
3485,1024.17,1.233902801,657.27,10.84,8.12,11.14,21.83,99.9,1.0,3.26,3.27,93481.0407
3486,819.71,2.677096809,598.22,1.17,8.96,18.64,14.44,97.04,1.8,5.88,5.49,152835.6103
3487,1335.94,3.92373722,242.77,49.05,7.98,13.12,13.19,93.98,1.38,5.43,7.1,408816.2473
3488,731.56,1.42810744,1104.37,13.16,7.02,30.99,49.6,94.38,1.18,2.57,7.54,61498.245
3489,1202.25,1.068501877,1058.19,4.8,5.48,52.48,39.84,96.8,1.42,2.18,10.0,27242.99173
3490,918.86,1.0,555.33,15.57,5.97,60.72,37.6,93.33,1.61,1.06,2.91,29396.91906
3491,1509.02,1.0,197.52,15.76,7.53,5.73,9.82,96.17,1.35,2.28,7.38,292033.7214
3492,745.2,1.356797549,642.3,9.3,10.0,28.63,0.98,99.9,0.65,4.86,5.61,149542.451
3493,550.0,1.93007416,301.03,43.19,5.31,70.28,44.76,93.95,1.99,2.1,0.95,300357.9469
3494,550.67,2.442586928,546.54,40.36,5.65,82.19,4.53,94.23,0.86,4.12,1.13,189334.7939
3495,1507.02,1.885689482,976.97,37.08,8.02,3.15,5.19,84.35,1.55,6.75,10.0,106538.3272
3496,550.0,2.95920506,18.9,12.95,5.71,95.32,34.3,93.61,1.14,4.65,6.48,231931.7424
3497,550.0,1.0,241.35,49.3,5.02,15.19,19.95,94.4,2.4,1.96,7.79,143237.4199
3498,841.15,1.308683588,263.56,22.73,5.22,71.16,2.85,99.5,2.12,3.58,5.29,100905.9053
3499,1403.53,3.9193983,1128.16,36.97,8.74,11.09,18.07,92.95,0.81,6.0,2.6,315457.2166
3500,897.55,4.73916723,579.57,41.05,6.1,13.77,24.4,86.13,1.76,4.87,5.59,524019.6443
3501,550.0,1.296606642,561.07,29.17,6.97,104.06,2.94,94.05,1.07,7.35,6.08,491021.5171
3502,550.0,1.0,317.82,62.92,3.54,141.84,19.99,94.52,0.97,0.6,1.84,252727.7574
3503,1201.84,2.861316886,1209.03,49.9,5.15,27.26,10.94,90.36,1.5,7.79,8.87,268943.0146
3504,1337.43,3.215213903,955.18,20.59,7.86,32.28,3.17,89.72,0.82,7.82,5.87,536039.3908
3505,738.56,1.935606666,493.17,9.32,6.36,34.11,24.19,98.25,2.1,5.69,9.38,193268.1435
3506,1912.38,2.564632298,507.06,41.58,10.0,27.11,14.38,96.4,1.05,6.25,7.71,486523.6679
3507,859.83,2.876735753,708.09,21.88,7.67,23.49,11.97,91.77,0.68,5.14,5.06,279680.2035
3508,1513.03,2.417226092,529.1,28.46,9.3,26.41,19.34,91.63,2.45,7.68,9.6,476128.3479
3509,660.82,3.759941146,347.39,5.77,6.74,2.58,23.43,99.9,1.89,6.18,2.93,646336.6601
3510,1835.88,1.882986628,491.31,46.18,7.53,95.53,15.05,87.67,0.71,5.28,5.96,541756.8039
3511,935.84,1.858013206,480.78,14.04,8.04,85.05,9.29,85.7,1.42,3.24,4.34,421672.4877
3512,550.0,1.868420858,135.08,39.45,5.46,28.71,30.42,99.9,1.78,8.16,7.19,149549.2599
3513,1881.78,3.028002152,31.56,5.18,10.0,48.85,10.23,93.98,1.07,7.06,4.07,432153.303
3514,1061.97,1.840669055,333.14,31.09,8.39,7.25,34.39,91.82,1.7,7.02,4.77,482118.338
3515,1477.56,4.341648566,1071.19,25.58,7.5,44.02,23.52,99.9,1.25,5.61,3.8,479802.0439
3516,1259.78,3.360615949,550.08,54.61,8.25,68.01,27.13,91.41,1.57,6.01,1.63,433461.4675
3517,1544.53,1.314622595,677.97,2.88,10.0,17.8,13.3,99.9,0.98,5.96,6.33,412579.9944
3518,1790.88,2.79443719,695.61,20.81,8.63,24.52,30.63,87.88,0.8,4.01,1.82,337761.8265
3519,1114.3,2.049654213,821.15,52.77,4.7,16.89,5.29,86.69,2.98,3.24,2.24,312651.6828
3520,979.4,1.282543664,651.09,76.65,7.39,24.69,16.67,93.44,0.96,6.14,5.63,321053.1422
3521,1298.5,2.179890177,307.21,22.51,6.36,33.31,6.76,95.91,1.83,5.17,5.38,313392.5017
3522,1594.17,1.591472321,567.07,0.05,10.0,25.66,10.42,98.1,2.14,6.74,10.0,812591.7859
3523,551.61,2.658446462,547.19,35.1,4.73,32.35,13.3,96.05,1.55,5.31,1.16,255872.3588
3524,877.48,1.537088216,10.29,41.36,7.52,29.63,24.03,89.98,2.77,4.93,6.28,224654.9278
3525,1747.09,1.970457309,911.97,29.24,10.0,48.65,4.61,98.27,1.67,5.7,10.0,776303.338
3526,1044.97,3.086329592,672.27,15.47,8.11,52.31,15.42,99.9,1.41,6.45,6.25,755423.1728
3527,1554.72,1.184721934,633.52,12.7,7.68,48.77,20.87,95.78,1.6,4.88,4.64,543117.7569
3528,1222.16,1.0,620.8,57.28,5.77,97.86,5.6,86.51,1.15,7.51,7.29,406989.4093
3529,1486.54,3.402016145,590.92,26.56,6.66,31.47,3.2,93.34,1.84,8.1,5.66,668283.1176
3530,1286.17,2.936165874,387.44,21.56,6.73,17.5,0.23,95.34,2.06,3.43,7.2,547769.6363
3531,1422.5,2.868660955,610.96,18.95,7.96,13.98,2.36,99.06,2.01,4.97,7.62,447581.2695
3532,1233.39,2.485825649,1103.46,42.39,5.92,32.33,39.45,91.12,1.89,4.16,9.68,358485.656
3533,1645.41,1.311318069,528.26,24.92,7.46,44.71,10.4,93.68,1.35,6.96,7.17,373940.2851
3534,1032.34,2.865250657,221.1,72.3,7.07,32.45,20.49,96.54,1.54,4.37,9.31,469495.1696
3535,1513.75,1.997456409,462.52,31.62,7.28,32.43,32.14,98.58,1.72,2.59,5.66,457800.9591
3536,2013.79,3.610059878,740.42,46.11,10.0,96.34,32.89,99.9,1.82,8.67,6.86,851362.3628
3537,1016.27,4.198771961,401.64,39.96,9.31,20.9,31.14,92.1,1.92,7.19,6.57,430095.2019
3538,1864.95,2.595375532,855.28,16.03,10.0,53.04,19.61,99.37,1.39,8.98,7.38,668604.752
3539,1029.31,4.025161515,412.54,44.29,5.76,86.13,22.07,91.83,1.55,5.66,1.89,503257.8749
3540,1257.82,1.050886021,479.92,8.17,4.91,6.75,27.73,90.28,1.66,2.14,0.15,353181.3941
3541,1138.98,1.584561773,97.15,43.64,7.61,19.46,14.61,95.72,1.36,5.12,2.53,215467.1332
3542,938.17,1.0,116.05,29.16,8.56,87.07,32.27,94.59,0.73,5.87,8.92,299887.5545
3543,1391.17,1.0,494.7,40.47,5.87,33.02,4.93,99.9,1.3,4.56,0.32,407789.724
3544,939.61,1.061996769,419.2,10.14,8.7,62.77,2.35,82.76,0.46,3.24,3.05,299673.1726
3545,708.49,1.448687239,937.85,34.27,7.56,41.12,0.51,89.85,1.74,4.11,10.0,393959.0545
3546,1427.45,2.947798497,14.46,30.83,8.77,40.0,10.83,89.91,1.76,5.86,8.18,413956.3415
3547,897.88,2.791093228,292.13,10.98,10.0,39.69,13.39,94.46,1.6,5.25,2.78,381114.9193
3548,979.53,2.480127677,673.71,9.91,8.43,58.37,7.94,92.24,1.96,3.73,4.63,460852.3995
3549,1408.7,1.0,1053.13,42.0,7.74,74.13,1.46,93.46,1.34,6.53,6.07,290338.5185
3550,1138.0,2.473662377,300.71,10.83,10.0,12.93,13.93,99.43,1.73,6.62,7.53,495549.3666
3551,1761.22,1.376710186,1100.2,8.96,8.58,44.13,7.79,94.47,1.43,7.05,8.32,276320.7584
3552,1294.28,2.651101436,781.13,25.49,4.86,13.26,1.9,89.12,1.32,4.57,2.12,762024.2044
3553,1135.3,2.717534894,756.1,41.46,8.2,0.16,10.72,94.64,1.34,6.0,6.91,507695.363
3554,550.0,1.315424828,935.23,51.79,1.43,63.93,20.88,91.9,2.66,4.48,7.24,176339.6105
3555,778.54,2.993726513,861.69,25.78,5.78,108.38,0.79,93.43,1.56,6.04,2.33,436796.0704
3556,1866.18,2.045315008,1059.36,41.54,8.13,21.74,24.62,91.43,1.41,6.42,5.11,365885.3664
3557,1458.01,2.12322477,360.62,42.61,10.0,94.43,3.71,99.9,1.83,6.59,10.0,379079.4811
3558,1216.56,2.209331184,624.93,8.96,9.57,69.65,20.57,98.1,1.04,7.79,9.46,618653.7437
3559,1289.46,1.087242539,667.17,41.11,8.56,46.35,23.49,86.95,1.36,5.52,4.9,226867.9175
3560,1974.31,1.486558031,926.42,29.23,9.49,7.79,0.73,95.19,0.71,6.45,5.21,410890.9745
3561,1364.59,1.850391839,89.46,39.6,6.44,57.09,7.57,97.3,0.95,5.14,5.09,537732.1574
3562,1393.42,2.503858343,708.88,0.91,5.25,11.7,0.8,99.9,1.76,5.33,2.11,243243.8481
3563,1642.1,2.787044399,1076.98,30.47,7.28,8.38,3.18,82.12,0.74,6.5,8.0,489003.6291
3564,1526.53,2.063532157,1276.59,13.63,8.38,71.51,2.5,90.55,1.27,7.83,1.28,495607.7539
3565,2490.43,3.307885512,833.81,34.89,9.54,26.18,18.42,88.38,1.03,8.09,3.53,649088.0308
3566,1906.63,2.437671144,308.92,64.06,8.05,37.18,11.48,89.51,2.39,7.96,5.35,584209.071
3567,550.0,5.621338511,231.36,48.98,7.48,14.76,14.5,99.9,1.19,5.9,4.38,473038.2042
3568,1233.94,2.458507679,963.69,40.04,4.75,44.03,49.67,91.71,0.89,1.33,5.8,268725.3363
3569,838.39,2.636482646,347.59,20.33,9.53,10.5,1.85,93.1,1.49,5.26,6.72,521828.1684
3570,1014.11,2.786899449,908.45,17.96,9.83,64.42,38.18,94.87,1.72,7.4,4.11,277662.226
3571,854.37,1.267840205,300.71,23.05,4.11,34.93,7.47,91.53,1.18,3.4,10.0,250640.666
3572,1929.23,3.255581475,564.42,51.54,10.0,11.34,2.89,96.37,1.56,8.9,5.26,741284.5407
3573,1564.88,4.309266126,697.54,37.87,8.1,39.27,10.11,86.3,1.73,2.09,4.26,454004.0592
3574,1447.86,2.270184312,717.05,12.55,8.36,32.86,6.49,94.7,0.81,4.32,10.0,517052.145
3575,948.01,2.859746463,735.23,37.11,7.41,61.08,0.49,91.44,1.27,7.28,3.31,275295.1124
3576,1323.84,3.767558618,541.45,30.8,7.17,72.15,1.95,99.7,0.99,6.12,4.51,471436.2409
3577,1516.73,1.496611355,149.41,25.37,7.34,32.96,2.07,90.16,1.02,7.91,5.97,476003.0198
3578,1530.02,1.310494482,175.19,45.09,9.03,101.8,27.47,92.41,2.36,5.18,5.77,331009.6354
3579,1223.17,1.996621246,100.38,36.79,6.68,41.37,22.61,93.04,0.98,6.76,6.19,165471.2967
3580,841.64,2.408433017,642.0,28.13,7.24,51.07,0.3,89.03,1.7,4.44,5.61,268959.8686
3581,1810.08,2.609749196,438.51,1.85,9.82,104.44,20.82,95.41,0.91,10.0,9.46,594441.6729
3582,1194.44,3.873847494,565.41,21.81,9.99,3.8,13.02,92.97,2.17,5.96,5.04,439887.9722
3583,652.85,2.918593491,655.21,21.09,5.79,68.43,6.85,96.15,2.38,4.85,10.0,311502.4498
3584,1259.71,3.097278207,482.01,33.45,7.69,10.05,3.39,88.1,0.5,5.09,4.65,529601.5947
3585,1732.38,1.0,432.37,25.88,4.79,58.8,33.94,96.77,1.83,3.46,2.6,245750.9113
3586,1493.58,2.728714736,129.92,45.13,6.97,82.23,17.26,98.65,1.36,6.44,9.52,574095.2573
