SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Windows,PreviousSalePrice,Garage
1722.32,3.115219472,5,311.95,31.43,10.0,49.38,4.62,98.61,2.0,6.85,5.59,5.96,14,633212.6247,0
550.0,2.806568154,2,938.59,32.45,7.9,14.3,15.94,98.03,0.58,5.75,8.38,7.18,14,237288.4588,0
1672.6,2.254354233,3,744.28,11.36,9.14,45.94,20.19,87.49,1.23,7.37,1.08,5.36,16,588116.9171,0
1345.5,1.0,3,557.4,21.85,7.25,83.95,24.88,99.9,1.07,6.72,5.02,3.93,15,233284.6455,1
1967.05,2.23160793,3,1080.25,23.29,9.27,97.49,17.71,83.9,2.25,7.34,5.22,4.15,14,271684.6067,0
734.98,2.791589181,4,757.53,24.24,5.29,33.47,10.43,92.73,0.73,5.59,5.0,4.25,29,357857.4505,1
1178.14,2.631380814,3,408.17,64.52,5.68,29.01,22.72,88.16,1.12,4.58,9.78,10.0,19,218103.8605,0
1639.48,2.152496256,3,347.81,29.9,10.0,6.69,3.95,95.04,1.63,6.88,4.04,4.34,10,452424.4524,0
1467.32,1.166838317,3,556.03,11.02,7.79,49.6,19.82,94.79,1.55,5.6,1.98,4.68,39,505096.9148,0
902.17,2.210751504,4,470.33,34.68,7.95,29.77,31.03,95.08,1.7,5.25,8.37,4.63,24,318858.4163,0
851.21,2.449189878,4,256.07,28.03,8.69,66.03,10.15,91.92,1.87,4.27,4.52,4.53,16,385796.39,0
1056.76,2.192963573,4,420.14,38.95,5.3,25.63,12.3,90.44,1.96,3.86,6.98,6.64,13,292515.0764,0
862.05,1.303045059,4,869.53,39.39,8.65,29.08,24.69,96.17,1.58,3.04,5.92,6.91,13,212183.1759,0
1682.22,2.318905764,4,645.04,50.54,7.87,61.59,31.47,93.81,1.25,5.98,1.57,0.68,14,465748.3576,0
927.64,2.113896922,3,339.42,39.61,7.89,7.24,3.39,98.52,0.67,1.86,6.41,7.29,6,320678.213,0
1095.74,4.360224712,4,493.76,70.56,8.79,83.88,1.84,99.9,2.07,9.88,8.56,5.19,5,543190.5624,1
583.7,3.028919678,4,260.14,8.83,10.0,55.97,23.17,98.66,1.78,4.73,1.63,8.37,14,263632.0554,1
2063.7,2.505643193,3,686.76,81.49,3.7,83.97,46.16,89.97,2.18,5.46,3.83,6.5,14,529380.1624,1
1112.35,1.785874314,5,90.84,47.89,4.76,71.92,20.59,94.69,2.26,3.91,2.53,6.09,42,408403.8883,0
1344.58,3.096885471,4,498.07,74.67,7.65,73.69,4.62,89.34,1.12,2.54,7.43,5.34,14,376722.9857,0
2031.17,4.016232056,5,351.68,17.64,10.0,59.23,19.47,98.26,0.7,9.63,4.75,4.95,7,752047.8367,1
1941.32,1.462922723,4,423.72,36.91,3.9,8.42,3.74,92.0,1.46,6.08,3.2,6.3,19,500964.744,0
1965.06,2.599412995,4,438.83,14.38,6.81,120.75,3.47,93.05,1.69,4.47,5.78,7.38,11,524467.4484,1
1086.8,1.418783393,4,22.8,37.82,9.72,21.41,9.79,88.0,1.94,7.09,2.86,6.58,18,296534.3624,1
1303.24,2.652564611,2,354.73,44.55,7.82,43.6,23.53,94.46,1.45,4.93,5.19,6.81,21,287647.0584,0
638.38,1.465766762,4,710.83,46.29,10.0,101.86,1.33,95.93,1.59,8.61,6.79,6.33,21,262166.6519,1
1798.99,1.508958267,2,743.83,36.45,5.38,14.89,2.53,98.09,1.16,2.83,5.02,4.18,34,267534.5034,0
873.22,2.430444246,3,246.33,34.65,7.29,12.23,8.43,91.47,2.38,6.4,5.36,7.53,20,325789.511,1
1095.56,1.0,4,555.43,61.97,10.0,38.2,11.87,99.9,1.69,4.12,0.06,3.0,17,286350.5692,1
1403.27,1.07740458,1,97.43,8.96,5.9,8.67,11.59,88.55,1.38,5.75,6.47,5.34,15,141295.1188,1
695.55,2.751710191,3,390.79,17.03,8.66,12.09,8.44,88.05,2.15,9.26,5.19,8.68,21,337599.7862,0
1438.56,2.755736285,3,516.27,27.02,10.0,102.49,22.85,92.65,1.51,7.52,5.34,4.71,12,683446.9625,0
1543.04,2.653736989,3,602.32,56.85,5.71,57.33,2.73,96.23,1.9,8.17,6.3,8.33,7,636907.7521,0
1171.54,1.0,4,739.56,22.8,9.08,53.26,10.98,93.34,0.28,6.53,10.0,9.49,12,415743.0665,0
550.0,1.716016249,4,278.61,64.42,5.56,8.98,21.31,91.79,2.57,4.5,9.23,6.33,11,187980.6778,0
1713.51,2.044340565,3,609.06,74.91,8.88,39.23,33.62,97.46,1.72,7.36,5.01,6.54,7,479096.8381,1
1064.35,1.0,3,176.48,1.84,5.97,116.26,12.47,96.19,2.04,5.86,10.0,8.67,6,252051.5679,1
605.16,2.710572925,2,105.74,28.95,4.91,29.46,21.95,85.67,1.13,3.82,2.03,4.9,18,232039.8008,1
1219.26,2.918102072,5,349.82,22.94,6.47,6.46,3.39,93.86,1.37,5.47,7.41,7.46,19,574194.7758,0
606.62,2.134582705,3,547.12,2.16,5.58,23.86,1.3,85.3,2.17,1.82,2.67,4.37,12,293734.9646,0
2041.61,1.572120209,3,831.25,50.41,10.0,55.21,2.53,99.9,1.4,8.78,1.1,2.74,15,356521.9718,0
907.53,1.0,4,179.96,11.45,2.2,30.71,43.65,93.41,1.16,3.76,4.73,7.83,18,312866.7114,0
1026.67,2.537077068,4,273.07,53.39,5.62,2.55,26.14,95.46,1.51,5.9,3.64,5.56,31,344233.8279,0
1564.82,4.047821104,3,589.2,40.21,8.81,39.67,15.11,98.95,1.72,7.96,5.94,7.61,7,932061.4317,0
1165.91,2.317669367,3,421.65,2.2,6.9,69.4,37.51,96.08,1.49,2.53,3.17,4.59,20,352907.8768,1
1651.19,4.935079194,5,495.88,5.83,8.37,17.33,15.76,99.9,1.17,8.63,4.43,5.4,19,1142998.795,0
696.81,1.427269031,4,743.16,54.19,5.77,41.2,1.89,93.05,2.19,4.83,0.33,5.16,11,258473.8427,0
1267.94,2.557282278,5,791.68,31.16,8.24,60.93,15.49,94.4,1.29,7.26,9.28,7.15,22,483860.74,0
2129.37,2.56223305,2,686.11,20.33,7.8,48.01,17.55,96.41,1.3,6.5,4.05,6.02,11,349484.5501,0
1929.33,1.394195228,4,647.55,59.68,9.81,24.92,25.89,98.35,1.04,5.29,8.39,6.99,16,681394.5093,0
1741.57,2.015672342,2,668.65,69.17,2.9,2.75,7.36,89.24,0.53,4.92,6.53,7.05,15,308510.9495,1
2076.37,3.244473908,4,14.98,27.11,7.4,67.45,1.32,92.52,0.62,7.4,7.34,6.74,20,634823.5457,0
1109.92,3.385734939,4,433.56,48.72,7.28,23.01,32.78,99.7,0.98,8.21,9.1,8.44,10,509201.5224,1
550.0,3.123917304,3,859.58,0.76,9.43,64.25,13.59,91.93,1.94,3.06,0.24,5.84,14,282524.7182,0
1317.76,4.223915819,4,929.56,48.61,8.49,47.21,7.88,98.38,1.96,7.25,9.23,6.8,8,526715.4522,0
1186.79,1.418717367,1,369.28,12.74,7.92,83.62,9.18,97.92,1.7,5.94,9.85,6.06,11,185083.2125,1
1173.3,1.969105859,4,251.69,7.44,10.0,36.68,8.96,99.9,1.04,7.64,7.44,6.55,28,360866.5817,0
2336.4,1.0,3,57.32,32.48,9.94,41.32,8.27,94.81,1.66,8.65,8.53,9.1,14,394315.6397,1
836.53,1.347585348,4,668.59,27.08,10.0,39.0,9.35,96.55,1.33,5.47,9.04,6.64,7,297374.3092,0
1003.46,1.415507828,4,307.94,22.64,7.22,55.32,7.32,90.16,1.85,5.03,5.1,9.95,11,395058.8132,0
1659.0,2.468804774,4,329.73,13.69,8.55,58.54,12.87,87.3,2.2,7.14,8.4,7.24,11,586801.0909,1
1044.76,1.349726506,3,394.2,15.61,4.38,47.25,26.91,96.11,1.91,4.38,4.08,8.42,23,177123.8107,0
1910.04,1.797835987,3,498.54,8.05,7.69,70.08,8.91,87.76,2.5,5.51,1.76,6.37,19,538517.9078,0
1122.12,4.491282525,4,799.18,27.9,6.13,51.51,0.87,99.33,1.02,7.24,4.58,5.71,40,458225.9675,0
1816.71,2.164629747,2,372.31,45.29,8.26,44.46,25.93,99.9,1.39,4.61,8.16,6.93,7,249311.9329,0
1667.57,2.326173617,2,725.07,9.92,7.56,30.02,19.82,90.39,2.09,6.26,2.5,3.55,24,312225.9114,1
550.0,3.165689679,4,445.98,55.22,9.02,17.84,7.37,96.91,1.72,6.26,0.91,5.32,14,321653.8463,0
755.0,1.925562331,4,807.85,7.79,8.01,28.54,13.8,86.16,0.76,4.49,5.5,5.95,17,256993.8289,0
1176.95,1.900141211,4,139.33,34.12,6.77,56.68,2.56,96.15,1.51,5.86,6.06,2.76,20,369900.5263,1
1432.2,2.695580743,4,981.5,33.01,6.95,35.44,5.12,93.41,1.75,7.66,5.44,8.98,10,637977.8086,0
1066.78,2.310846015,5,323.34,18.99,10.0,11.08,19.44,99.85,1.24,6.3,6.06,7.13,10,486263.6323,0
1055.34,1.810957857,3,671.96,24.08,6.08,79.67,25.55,95.6,1.72,2.85,8.8,8.22,10,244375.9703,1
1191.59,2.027053537,3,324.28,45.84,5.56,1.26,31.09,99.9,2.29,4.76,10.0,8.27,27,328892.3425,1
550.0,3.069112702,3,575.86,19.36,7.51,34.74,1.94,95.16,1.86,4.0,5.02,6.47,25,378468.1718,0
1923.15,2.640426861,3,379.09,33.33,6.83,74.08,27.51,88.68,2.21,4.93,9.03,6.72,39,332761.3761,0
1191.96,4.44434622,2,583.2,36.95,6.55,60.19,2.0,90.53,1.92,5.03,6.45,7.15,6,367222.3174,0
1569.16,3.245686464,2,819.59,11.91,8.43,122.54,14.02,95.36,1.31,7.51,6.52,4.36,19,565744.2059,1
997.28,2.959824965,3,644.48,25.04,6.36,92.75,14.76,97.71,1.56,5.43,5.52,6.14,10,335204.3214,0
754.45,3.886184375,4,560.88,19.12,6.5,1.35,16.27,85.21,1.62,4.85,4.14,4.91,20,536407.88,0
1437.56,2.927257208,5,234.52,16.21,9.02,17.59,19.91,92.89,1.22,4.32,3.85,5.89,12,456741.2027,1
1351.18,1.964289987,3,477.29,15.57,10.0,38.05,16.75,88.04,1.69,5.25,9.82,4.86,7,205071.8985,0
1219.04,3.309765122,4,558.18,22.81,6.54,67.8,24.66,91.1,1.62,8.26,1.53,3.05,12,394548.3707,0
786.1,2.063828338,3,708.91,45.49,6.83,28.69,10.89,99.9,1.23,6.65,5.89,8.34,10,178601.9997,0
944.88,1.686311677,3,766.44,34.71,6.57,48.98,6.17,97.97,1.39,3.94,2.46,4.27,12,413379.8532,0
1257.36,3.417185747,4,563.09,29.4,7.66,0.43,36.69,96.26,1.74,7.32,10.0,6.44,13,573530.0596,0
1996.98,1.650798026,3,852.19,23.03,10.0,35.86,24.46,90.54,0.6,8.86,7.42,8.48,26,478372.0829,1
2277.23,1.654620241,3,388.04,15.61,7.12,17.03,41.6,88.43,2.13,7.51,9.3,7.41,15,365244.7621,1
1316.87,1.509911187,4,438.96,28.12,7.3,39.9,1.99,90.95,1.49,6.67,4.93,6.05,6,312816.2932,0
1287.27,3.373992551,4,964.39,34.85,7.1,28.68,27.13,99.9,2.07,4.28,6.55,7.67,9,635898.9889,0
550.0,2.62889831,4,551.02,20.39,7.79,22.03,2.43,99.54,1.17,6.19,6.42,3.46,12,328916.7116,0
1765.85,2.611091676,3,649.21,47.28,8.83,16.26,15.78,93.78,0.74,4.43,10.0,5.68,16,458630.8444,0
550.0,1.943919579,4,1527.6,27.49,6.52,95.47,27.86,97.94,2.05,5.87,6.93,5.68,16,274526.3538,0
1778.42,3.346100071,4,89.94,13.36,8.57,4.34,19.37,99.9,1.32,5.03,1.89,3.75,41,579739.6234,0
1291.47,1.0,3,259.1,19.63,7.94,64.39,4.13,97.63,1.87,8.61,9.08,9.69,18,366209.5049,0
676.49,3.222117992,4,660.64,37.66,9.4,38.02,13.62,92.1,2.2,9.02,6.68,4.21,16,318813.9003,1
1305.51,1.945356563,4,783.75,51.56,9.15,32.58,9.78,96.21,1.33,4.14,1.65,2.96,17,330388.3901,0
550.0,3.299912328,4,823.43,24.37,7.9,62.08,28.0,90.15,2.44,5.2,6.37,6.72,22,312016.1309,0
550.0,2.054379537,3,444.28,39.87,4.72,108.74,32.68,90.04,1.6,4.11,7.49,6.39,37,169887.516,0
682.85,2.647398449,5,439.58,51.19,6.76,22.16,3.62,90.37,1.43,3.37,5.72,7.7,25,321299.7182,0
1435.66,1.0,3,728.82,23.38,6.95,35.8,19.71,94.96,0.97,6.42,2.87,1.87,30,416145.8491,0
1133.97,2.366869759,2,498.38,12.98,5.94,16.14,10.42,92.23,1.68,4.88,5.39,4.21,9,146352.1329,0
651.16,1.947021959,3,669.6,2.35,9.77,21.52,22.68,97.23,1.69,5.59,9.04,8.33,24,288953.9379,0
550.0,4.327881286,4,460.68,5.89,7.0,39.25,24.63,85.68,1.57,2.9,6.98,7.83,12,298631.3698,1
600.25,1.384366953,4,641.45,19.99,6.48,43.35,20.55,92.12,1.78,6.01,9.18,6.61,10,262857.0748,1
911.89,2.303284757,2,227.28,32.68,5.61,63.38,26.16,87.6,0.69,3.49,5.72,5.02,12,230357.3468,0
981.82,2.805204772,3,162.99,30.67,5.5,71.99,0.38,99.9,0.77,7.12,1.61,2.64,12,259858.9736,0
1151.93,3.19740751,3,372.65,65.77,4.67,40.2,18.47,91.33,1.88,4.41,7.06,3.6,6,279923.4992,1
550.0,2.562340726,3,311.49,6.83,5.72,39.72,2.0,99.9,1.47,6.13,7.02,6.07,11,269412.3903,0
1509.24,3.270820456,3,2.7,31.43,5.84,3.86,7.35,90.0,1.16,6.9,0.64,6.3,18,447302.8038,1
2003.66,3.495762664,2,741.29,23.63,6.51,45.31,14.38,95.57,1.02,7.0,5.67,4.26,19,327674.5587,0
831.6,3.770260253,4,721.34,58.13,4.5,16.1,8.93,87.75,1.19,4.92,3.41,4.96,11,440052.2067,1
950.35,2.490189397,3,926.39,69.53,5.96,111.62,27.39,95.95,1.97,6.79,4.35,7.4,11,302382.6776,0
1343.09,1.690492516,4,295.45,22.15,7.46,9.5,3.29,90.3,2.06,4.41,7.6,9.54,20,415731.7869,0
1169.09,4.162430233,3,688.39,54.04,7.94,82.66,9.28,87.71,1.12,4.04,3.95,6.43,11,378119.5744,0
813.78,1.920830835,4,561.36,54.84,8.76,23.53,31.5,92.59,0.72,7.03,4.89,5.16,18,439009.5715,1
1079.63,2.007435553,3,200.42,26.78,8.37,35.27,37.03,90.24,1.87,6.03,5.01,5.84,16,423424.6655,1
1686.78,2.879916051,3,321.81,16.01,7.15,99.59,10.52,93.32,2.07,4.88,4.76,3.78,25,554002.9495,1
1010.63,2.841730977,3,512.88,44.63,4.1,9.1,12.2,88.57,1.83,5.79,10.0,4.48,9,305326.4999,1
917.84,1.955184842,4,535.27,59.37,8.61,75.21,19.47,94.65,2.0,4.61,3.55,5.52,17,262625.7679,1
1417.85,1.733996503,5,138.31,41.78,8.69,57.76,23.05,99.9,0.66,8.74,8.18,7.39,11,544342.8273,0
1138.61,2.32591448,3,685.78,25.45,5.12,13.71,22.43,84.67,0.87,6.61,7.67,6.15,17,316336.3077,0
1029.16,2.95929029,3,1397.89,20.42,8.87,28.41,3.05,99.9,1.48,8.43,6.02,7.16,13,321897.853,0
2149.1,4.577828576,3,224.55,51.59,10.0,2.76,6.93,98.36,1.06,5.68,8.85,9.32,29,573415.5083,1
612.06,4.33009259,4,471.87,26.02,5.32,113.56,13.47,87.27,1.43,5.34,1.28,4.4,20,464162.3578,0
566.8,1.027534544,4,148.47,21.49,8.89,52.86,48.85,88.19,1.21,4.22,4.93,6.45,29,162304.1971,1
1192.83,2.03786619,4,105.48,22.01,8.99,19.73,6.23,98.4,0.88,4.81,8.39,6.82,13,566775.9087,0
1379.79,3.578761291,3,375.08,33.8,9.22,44.94,2.88,99.9,1.59,7.31,6.47,9.4,21,660172.8765,1
1116.92,1.64082445,3,522.11,29.75,6.11,15.31,44.16,92.34,0.35,5.56,6.61,8.46,15,264522.6406,1
1010.83,2.704026571,3,223.68,12.11,8.55,53.01,29.05,99.66,1.41,6.23,5.03,4.86,12,343882.809,1
550.0,2.474901675,4,673.32,25.76,8.26,48.69,15.15,95.85,1.34,5.97,7.84,8.87,8,180226.1282,1
1054.0,1.408445107,4,735.07,1.03,7.38,95.72,4.33,91.59,0.57,5.38,7.94,4.23,21,407967.145,1
1260.53,1.403670698,4,594.33,28.69,6.93,20.67,0.98,89.45,1.22,5.31,5.63,7.32,5,393042.4874,0
1234.68,2.797891667,4,339.68,38.87,8.71,48.42,18.73,97.23,1.1,6.14,0.17,0.73,10,493129.6,1
1325.96,3.018469634,3,876.35,13.03,10.0,55.88,8.51,94.91,0.66,7.64,5.46,4.87,15,420059.0146,0
1899.29,3.01689105,4,359.86,12.78,10.0,6.18,3.25,88.55,0.15,6.84,6.21,10.0,15,864849.2076,0
1840.83,2.48951151,4,409.58,20.31,9.98,87.57,3.47,93.1,1.23,5.58,4.55,1.88,26,389729.5315,0
1102.68,1.0,5,108.35,37.13,9.09,22.67,15.44,92.11,1.61,6.14,2.75,5.03,1,323767.7034,0
990.49,1.0,4,7.88,31.15,4.67,30.04,5.1,90.19,1.45,4.57,7.06,5.44,11,291430.6792,0
1010.29,3.069178662,3,172.3,32.07,6.4,26.92,12.07,99.9,1.84,5.79,6.61,9.02,13,507117.5168,0
1084.89,1.145683332,4,118.5,35.82,5.33,42.04,26.92,99.9,1.67,3.78,6.16,4.37,6,408528.7437,0
550.0,2.763766948,3,214.99,30.25,4.92,93.89,1.79,99.9,1.51,5.71,2.42,3.64,35,236896.5935,1
1838.9,1.92162992,3,510.38,25.36,7.88,65.43,16.96,92.56,1.04,8.15,0.4,2.0,10,475354.4819,0
935.51,1.278718658,3,394.75,20.23,5.2,17.33,20.15,92.49,1.93,4.17,3.5,7.06,38,413763.6904,0
1561.19,3.092382168,1,471.66,31.38,6.13,17.27,16.28,99.9,1.33,7.27,6.81,9.14,15,445003.5571,1
1531.23,1.0,3,140.5,32.08,9.31,24.14,18.23,94.22,2.11,4.74,5.21,8.53,21,298130.6919,1
550.0,3.557038767,3,103.65,27.32,10.0,63.48,15.96,95.59,1.28,6.87,6.69,7.09,15,362688.7104,1
1377.07,1.859478982,4,295.86,23.91,9.08,11.84,27.2,93.79,1.0,5.3,6.94,6.56,11,485708.029,0
853.32,1.454499862,2,274.07,50.16,8.31,121.78,6.33,93.9,1.46,6.95,7.34,6.89,10,208991.5136,1
1903.24,2.119611369,5,993.62,14.04,10.0,3.87,4.23,98.76,1.35,6.48,9.95,8.35,13,513751.9858,0
550.0,1.0,3,20.54,44.59,6.27,27.32,38.01,92.54,2.24,3.98,0.22,1.17,19,204302.0707,1
1216.55,3.020158941,3,94.0,31.08,6.71,37.08,7.25,99.9,0.67,2.29,1.14,4.07,14,469658.9233,0
1311.64,2.107727372,4,900.51,31.42,8.91,2.46,2.85,96.83,0.82,7.23,6.29,7.95,12,509378.0329,0
1244.07,3.8029895,4,229.98,38.29,10.0,149.55,7.18,93.01,1.96,5.62,4.22,5.33,12,681413.7248,1
1257.21,2.836704563,4,808.46,26.25,9.78,46.72,19.11,97.06,0.45,9.03,9.49,8.11,26,438353.1991,0
1345.36,3.324001909,4,218.21,14.77,10.0,69.46,14.17,99.9,1.44,8.11,5.82,3.66,10,858616.1747,1
666.22,3.813368508,4,1166.41,47.17,6.82,18.84,13.36,96.39,1.45,5.27,6.44,9.58,17,346979.5329,0
1236.22,1.037153113,3,343.81,35.03,6.89,34.73,2.4,98.36,0.91,7.7,5.57,8.43,11,468960.4123,0
1425.25,1.932159794,4,591.26,18.81,8.96,1.74,1.35,99.42,1.27,6.62,6.94,5.7,18,426634.0984,0
994.02,4.489841152,4,757.76,1.48,9.77,39.41,4.56,95.82,1.51,7.88,5.04,5.94,15,384593.6811,0
686.31,2.410394034,4,391.81,7.56,8.82,30.63,10.78,93.92,1.73,4.21,5.28,3.78,29,273799.3149,1
1407.15,2.583406687,5,850.04,35.0,9.02,86.61,58.45,89.84,1.43,6.65,8.73,10.0,16,469803.2201,0
1207.99,2.810386292,4,617.54,0.41,9.03,17.12,10.57,97.85,1.95,6.22,8.06,7.16,16,639166.3694,1
1579.61,4.353876061,2,700.44,39.09,6.46,15.87,9.46,98.55,0.94,7.38,10.0,8.88,13,540309.5412,0
1787.89,3.736882889,4,800.38,21.09,10.0,50.93,10.82,95.8,2.03,7.98,9.58,6.02,-1,558401.2109,0
1427.51,1.449288417,3,295.74,35.98,6.21,78.2,13.86,94.38,1.59,4.98,6.72,4.0,13,211587.3843,0
1300.82,2.607157512,3,233.65,46.48,8.53,2.06,38.5,99.05,1.64,5.2,5.79,3.07,12,498717.6636,0
2270.33,1.0,3,866.26,18.49,9.57,7.83,6.06,91.06,1.74,7.67,4.81,6.36,13,514599.3336,0
1532.61,2.363318598,3,611.52,41.13,5.54,75.26,27.41,92.04,1.44,4.91,6.91,5.94,6,452090.244,0
1651.53,1.290733329,4,187.64,2.02,5.18,144.13,47.0,92.64,0.98,3.4,10.0,6.71,16,358257.6393,0
1372.58,1.544609601,4,516.07,2.82,9.14,20.34,24.55,99.25,1.25,6.37,5.66,8.57,9,410948.4637,0
1318.78,1.724062752,3,230.0,16.96,5.52,47.21,25.24,99.01,1.54,3.48,9.88,5.18,19,327152.4868,0
1436.09,2.692111123,4,587.68,29.05,7.51,5.69,8.44,90.56,1.76,6.86,5.14,7.86,9,366702.7872,1
1242.17,2.058247062,4,584.2,17.32,6.93,41.68,14.22,94.65,0.41,5.74,8.83,8.73,8,495425.4076,0
1160.99,3.022658939,4,436.24,38.53,6.37,6.27,2.08,99.9,1.17,5.55,3.28,6.35,20,465260.0928,0
1447.91,1.877207184,3,1070.12,32.88,6.17,55.78,11.09,96.55,1.67,5.5,7.25,7.54,19,570095.7837,0
1188.36,2.201052241,4,922.31,14.75,8.36,55.61,6.36,99.9,1.41,9.29,8.54,3.4,18,426185.1217,0
550.0,3.059713017,3,659.46,12.74,7.76,67.2,7.45,96.14,1.89,6.75,4.64,6.01,14,331748.4182,1
627.24,1.0,5,76.12,12.23,6.75,39.91,16.99,95.85,1.56,5.32,7.31,4.01,21,255145.1085,1
1551.69,4.177369397,4,962.41,37.62,8.25,33.29,6.53,94.18,1.56,7.01,8.95,9.46,4,611865.0967,0
1764.72,3.340527609,3,1316.05,36.55,7.44,41.82,10.11,95.33,1.72,6.59,10.0,7.25,11,539339.0473,1
831.53,2.096109951,3,673.58,13.15,9.23,43.92,8.18,92.31,1.17,4.2,6.92,6.58,20,270215.3455,0
1202.39,2.637754568,2,470.15,72.09,4.57,59.02,12.77,96.57,1.4,3.02,7.84,6.05,13,305023.4186,1
679.89,3.253499176,4,124.47,22.76,9.15,14.32,5.48,91.58,0.49,6.35,0.85,5.66,19,425968.8509,0
797.2,4.241047436,2,650.63,9.84,6.88,27.11,3.5,95.79,1.55,5.64,5.11,3.94,13,227624.7973,0
1593.93,3.458548249,5,328.26,36.44,8.9,9.97,20.46,92.56,1.7,6.7,6.84,8.25,14,673019.0664,0
1338.96,3.277371785,1,356.98,43.5,4.36,81.9,49.81,96.64,1.61,2.75,5.46,7.78,10,241464.7263,0
1476.57,3.472248659,3,711.54,48.08,9.32,55.25,4.13,91.8,2.91,7.57,8.32,8.31,21,516560.841,0
915.33,2.625077528,4,404.85,7.19,6.52,30.86,49.13,88.4,1.2,5.36,1.14,4.24,21,328689.7898,1
1659.3,1.361319973,5,456.1,26.96,9.4,39.95,14.22,98.64,1.64,7.04,7.64,6.93,9,678824.4476,1
1302.39,1.76070584,4,384.91,32.64,7.29,39.67,2.99,99.13,0.56,6.73,6.7,8.52,18,350525.4698,0
550.0,5.166797811,1,565.61,0.54,7.97,19.29,5.05,99.9,1.18,6.88,9.55,5.93,6,393036.0861,1
1033.37,3.140499235,3,448.17,18.95,4.52,79.24,5.93,95.12,2.53,4.15,3.19,5.72,0,412620.0108,1
1674.51,2.29466775,2,394.53,49.99,6.35,11.87,3.28,94.83,1.34,5.91,4.43,6.61,22,270933.0098,0
1250.06,2.43829604,2,536.38,17.66,5.36,99.15,18.13,89.97,1.94,4.14,8.98,8.54,3,224368.8809,1
866.41,1.595163835,5,114.21,35.76,9.05,41.86,8.48,99.9,1.86,7.01,8.14,5.95,11,474327.9481,1
1482.85,3.356286856,4,297.09,19.69,10.0,45.34,10.93,97.07,1.35,9.12,5.21,8.18,24,847344.1683,1
760.77,1.0,4,57.28,15.77,8.78,61.77,4.59,99.9,1.25,7.33,2.45,3.29,14,229680.3113,0
1362.44,3.287241569,3,1264.2,14.43,7.43,92.36,36.86,94.79,0.58,8.11,10.0,10.0,17,633783.7663,0
713.17,1.768622862,3,133.48,53.55,4.7,79.27,41.13,97.9,1.79,4.95,6.28,9.6,13,212024.2535,1
1003.08,3.206456064,3,553.67,38.64,7.21,100.78,20.91,96.32,2.08,5.66,6.35,6.69,7,276961.1672,1
633.49,2.591490805,3,27.15,25.92,6.27,121.9,22.2,95.12,1.31,5.48,8.83,4.76,20,205274.059,1
810.43,1.664133012,4,137.27,36.27,7.95,30.45,9.68,99.9,2.1,6.96,4.99,6.51,25,670428.2816,0
1408.84,2.462349474,3,451.37,4.96,10.0,15.97,10.1,91.61,1.03,7.77,6.32,8.77,11,674243.2779,0
1630.18,1.677553742,4,513.19,3.33,7.62,15.92,3.15,97.79,1.41,8.13,6.1,6.16,17,544151.2653,1
1240.92,2.308406942,3,154.29,60.77,10.0,92.89,34.28,95.58,1.24,6.39,1.47,2.75,19,194230.5541,0
1645.3,1.017037299,4,87.61,72.39,6.51,22.7,4.37,94.86,0.89,8.29,8.4,7.1,14,370110.3211,0
1406.94,1.574780276,3,1166.61,46.11,8.47,41.97,31.71,89.92,1.71,4.93,10.0,7.0,12,443215.2919,1
780.23,4.473925186,3,47.61,48.52,5.77,37.34,27.49,92.44,1.33,5.87,3.65,7.64,41,424679.6529,0
1725.08,4.361302199,4,1058.41,4.47,8.0,24.07,7.61,91.31,1.42,8.59,8.98,9.5,19,815845.6371,1
550.0,3.565696874,4,584.5,38.03,6.43,35.22,25.15,99.3,1.68,6.58,3.45,5.06,13,301117.8491,0
901.11,2.018850902,4,914.75,17.68,9.67,76.07,12.77,99.9,0.91,6.81,4.8,7.02,17,468925.6717,0
2405.6,4.261199035,5,171.16,38.32,8.09,37.58,0.33,93.93,1.24,5.79,0.71,3.34,11,681414.252,0
1289.57,2.624068605,3,750.31,18.16,10.0,54.58,15.02,96.1,1.39,6.52,7.23,8.76,16,431224.6999,0
1590.23,1.0,3,599.36,22.85,8.99,5.58,48.58,93.03,0.52,3.98,2.99,2.69,9,163705.5124,0
550.0,3.701446535,3,807.34,22.01,5.09,102.42,2.18,94.56,1.73,4.2,5.98,5.51,26,192649.1127,0
550.0,2.443151137,4,781.13,14.52,8.0,22.8,1.65,94.53,1.89,5.24,10.0,6.87,0,224154.7601,1
1376.09,2.190206818,5,301.07,24.4,7.3,43.79,23.46,99.9,1.97,7.01,8.49,6.73,19,428499.5365,1
816.3,1.666348928,3,377.18,41.32,6.85,32.95,15.15,90.71,1.62,6.44,10.0,6.87,-2,209995.3714,0
1170.91,1.739283902,3,368.51,22.73,5.1,3.38,16.55,95.91,1.16,7.01,4.47,4.7,3,371709.5387,0
666.52,1.0,5,773.56,47.59,5.41,52.71,9.19,99.76,0.68,4.33,10.0,5.28,15,250643.4901,1
760.03,3.537338211,5,591.83,0.98,8.04,57.29,13.43,86.52,0.73,4.03,9.04,5.87,16,435630.4415,0
1535.36,2.617771408,4,331.35,19.7,9.08,41.53,14.79,97.79,1.02,6.94,10.0,9.18,57,413093.881,1
